task_id,manager_id,manager_name,team,channel,priority,requires_login,target_category,query,agent_prompt,output_path_hint,evidence_policy
agent_reach_brazil_ancelotti_youtube_breakdowns,brazil_ancelotti,Carlo Ancelotti,Brazil,youtube_breakdowns,3,False,external_views,Brazil Carlo Ancelotti tactical breakdown video analysis,"Use Agent-Reach to research Carlo Ancelotti (Brazil) for the World Cup project.
Channel: youtube_breakdowns. Query: Brazil Carlo Ancelotti tactical breakdown video analysis
Use public sources only.
Save one Markdown file per useful source under data/raw/research_evidence/agent_reach_inbox/brazil_ancelotti/.
Each Markdown file must start with these metadata lines:
manager_id: brazil_ancelotti
manager_name: Carlo Ancelotti
team: Brazil
category: external_views
source_url: <original URL>
source_title: <source title>
source_channel: youtube_breakdowns
Then include source-grounded notes only. Do not invent tactical claims.",data/raw/research_evidence/agent_reach_inbox/brazil_ancelotti/,Use captions/transcripts when available; cite the video URL.
agent_reach_brazil_ancelotti_github_and_open_data,brazil_ancelotti,Carlo Ancelotti,Brazil,github_and_open_data,4,False,decision_records,Brazil football open data lineups formations substitutions Carlo Ancelotti,"Use Agent-Reach to research Carlo Ancelotti (Brazil) for the World Cup project.
Channel: github_and_open_data. Query: Brazil football open data lineups formations substitutions Carlo Ancelotti
Use public sources only.
Save one Markdown file per useful source under data/raw/research_evidence/agent_reach_inbox/brazil_ancelotti/.
Each Markdown file must start with these metadata lines:
manager_id: brazil_ancelotti
manager_name: Carlo Ancelotti
team: Brazil
category: decision_records
source_url: <original URL>
source_title: <source title>
source_channel: github_and_open_data
Then include source-grounded notes only. Do not invent tactical claims.",data/raw/research_evidence/agent_reach_inbox/brazil_ancelotti/,Prefer structured public data and transparent match records.
agent_reach_haiti_migne_web_tactical_reports,haiti_migne,Sebastien Migne,Haiti,web_tactical_reports,1,False,tactical_reports,Sebastien Migne Haiti tactical analysis formation pressing transitions World Cup 2026,"Use Agent-Reach to research Sebastien Migne (Haiti) for the World Cup project.
Channel: web_tactical_reports. Query: Sebastien Migne Haiti tactical analysis formation pressing transitions World Cup 2026
Use public sources only.
Save one Markdown file per useful source under data/raw/research_evidence/agent_reach_inbox/haiti_migne/.
Each Markdown file must start with these metadata lines:
manager_id: haiti_migne
manager_name: Sebastien Migne
team: Haiti
category: tactical_reports
source_url: <original URL>
source_title: <source title>
source_channel: web_tactical_reports
Then include source-grounded notes only. Do not invent tactical claims.",data/raw/research_evidence/agent_reach_inbox/haiti_migne/,Core recurring tactical evidence from public tactical reports.
agent_reach_haiti_migne_press_conferences,haiti_migne,Sebastien Migne,Haiti,press_conferences,2,False,press_conferences,Sebastien Migne Haiti press conference tactics lineup substitutions World Cup,"Use Agent-Reach to research Sebastien Migne (Haiti) for the World Cup project.
Channel: press_conferences. Query: Sebastien Migne Haiti press conference tactics lineup substitutions World Cup
Use public sources only.
Save one Markdown file per useful source under data/raw/research_evidence/agent_reach_inbox/haiti_migne/.
Each Markdown file must start with these metadata lines:
manager_id: haiti_migne
manager_name: Sebastien Migne
team: Haiti
category: press_conferences
source_url: <original URL>
source_title: <source title>
source_channel: press_conferences
Then include source-grounded notes only. Do not invent tactical claims.",data/raw/research_evidence/agent_reach_inbox/haiti_migne/,Direct manager quotes should be separated from journalist interpretation.
agent_reach_haiti_migne_youtube_breakdowns,haiti_migne,Sebastien Migne,Haiti,youtube_breakdowns,3,False,external_views,Haiti Sebastien Migne tactical breakdown video analysis,"Use Agent-Reach to research Sebastien Migne (Haiti) for the World Cup project.
Channel: youtube_breakdowns. Query: Haiti Sebastien Migne tactical breakdown video analysis
Use public sources only.
Save one Markdown file per useful source under data/raw/research_evidence/agent_reach_inbox/haiti_migne/.
Each Markdown file must start with these metadata lines:
manager_id: haiti_migne
manager_name: Sebastien Migne
team: Haiti
category: external_views
source_url: <original URL>
source_title: <source title>
source_channel: youtube_breakdowns
Then include source-grounded notes only. Do not invent tactical claims.",data/raw/research_evidence/agent_reach_inbox/haiti_migne/,Use captions/transcripts when available; cite the video URL.
agent_reach_haiti_migne_github_and_open_data,haiti_migne,Sebastien Migne,Haiti,github_and_open_data,4,False,decision_records,Haiti football open data lineups formations substitutions Sebastien Migne,"Use Agent-Reach to research Sebastien Migne (Haiti) for the World Cup project.
Channel: github_and_open_data. Query: Haiti football open data lineups formations substitutions Sebastien Migne
Use public sources only.
Save one Markdown file per useful source under data/raw/research_evidence/agent_reach_inbox/haiti_migne/.
Each Markdown file must start with these metadata lines:
manager_id: haiti_migne
manager_name: Sebastien Migne
team: Haiti
category: decision_records
source_url: <original URL>
source_title: <source title>
source_channel: github_and_open_data
Then include source-grounded notes only. Do not invent tactical claims.",data/raw/research_evidence/agent_reach_inbox/haiti_migne/,Prefer structured public data and transparent match records.
agent_reach_morocco_ouahbi_web_tactical_reports,morocco_ouahbi,Mohamed Ouahbi,Morocco,web_tactical_reports,1,False,tactical_reports,Mohamed Ouahbi Morocco tactical analysis formation pressing transitions World Cup 2026,"Use Agent-Reach to research Mohamed Ouahbi (Morocco) for the World Cup project.
Channel: web_tactical_reports. Query: Mohamed Ouahbi Morocco tactical analysis formation pressing transitions World Cup 2026
Use public sources only.
Save one Markdown file per useful source under data/raw/research_evidence/agent_reach_inbox/morocco_ouahbi/.
Each Markdown file must start with these metadata lines:
manager_id: morocco_ouahbi
manager_name: Mohamed Ouahbi
team: Morocco
category: tactical_reports
source_url: <original URL>
source_title: <source title>
source_channel: web_tactical_reports
Then include source-grounded notes only. Do not invent tactical claims.",data/raw/research_evidence/agent_reach_inbox/morocco_ouahbi/,Core recurring tactical evidence from public tactical reports.
agent_reach_morocco_ouahbi_press_conferences,morocco_ouahbi,Mohamed Ouahbi,Morocco,press_conferences,2,False,press_conferences,Mohamed Ouahbi Morocco press conference tactics lineup substitutions World Cup,"Use Agent-Reach to research Mohamed Ouahbi (Morocco) for the World Cup project.
Channel: press_conferences. Query: Mohamed Ouahbi Morocco press conference tactics lineup substitutions World Cup
Use public sources only.
Save one Markdown file per useful source under data/raw/research_evidence/agent_reach_inbox/morocco_ouahbi/.
Each Markdown file must start with these metadata lines:
manager_id: morocco_ouahbi
manager_name: Mohamed Ouahbi
team: Morocco
category: press_conferences
source_url: <original URL>
source_title: <source title>
source_channel: press_conferences
Then include source-grounded notes only. Do not invent tactical claims.",data/raw/research_evidence/agent_reach_inbox/morocco_ouahbi/,Direct manager quotes should be separated from journalist interpretation.
agent_reach_morocco_ouahbi_youtube_breakdowns,morocco_ouahbi,Mohamed Ouahbi,Morocco,youtube_breakdowns,3,False,external_views,Morocco Mohamed Ouahbi tactical breakdown video analysis,"Use Agent-Reach to research Mohamed Ouahbi (Morocco) for the World Cup project.
Channel: youtube_breakdowns. Query: Morocco Mohamed Ouahbi tactical breakdown video analysis
Use public sources only.
Save one Markdown file per useful source under data/raw/research_evidence/agent_reach_inbox/morocco_ouahbi/.
Each Markdown file must start with these metadata lines:
manager_id: morocco_ouahbi
manager_name: Mohamed Ouahbi
team: Morocco
category: external_views
source_url: <original URL>
source_title: <source title>
source_channel: youtube_breakdowns
Then include source-grounded notes only. Do not invent tactical claims.",data/raw/research_evidence/agent_reach_inbox/morocco_ouahbi/,Use captions/transcripts when available; cite the video URL.
agent_reach_morocco_ouahbi_github_and_open_data,morocco_ouahbi,Mohamed Ouahbi,Morocco,github_and_open_data,4,False,decision_records,Morocco football open data lineups formations substitutions Mohamed Ouahbi,"Use Agent-Reach to research Mohamed Ouahbi (Morocco) for the World Cup project.
Channel: github_and_open_data. Query: Morocco football open data lineups formations substitutions Mohamed Ouahbi
Use public sources only.
Save one Markdown file per useful source under data/raw/research_evidence/agent_reach_inbox/morocco_ouahbi/.
Each Markdown file must start with these metadata lines:
manager_id: morocco_ouahbi
manager_name: Mohamed Ouahbi
team: Morocco
category: decision_records
source_url: <original URL>
source_title: <source title>
source_channel: github_and_open_data
Then include source-grounded notes only. Do not invent tactical claims.",data/raw/research_evidence/agent_reach_inbox/morocco_ouahbi/,Prefer structured public data and transparent match records.
agent_reach_scotland_clarke_web_tactical_reports,scotland_clarke,Steve Clarke,Scotland,web_tactical_reports,1,False,tactical_reports,Steve Clarke Scotland tactical analysis formation pressing transitions World Cup 2026,"Use Agent-Reach to research Steve Clarke (Scotland) for the World Cup project.
Channel: web_tactical_reports. Query: Steve Clarke Scotland tactical analysis formation pressing transitions World Cup 2026
Use public sources only.
Save one Markdown file per useful source under data/raw/research_evidence/agent_reach_inbox/scotland_clarke/.
Each Markdown file must start with these metadata lines:
manager_id: scotland_clarke
manager_name: Steve Clarke
team: Scotland
category: tactical_reports
source_url: <original URL>
source_title: <source title>
source_channel: web_tactical_reports
Then include source-grounded notes only. Do not invent tactical claims.",data/raw/research_evidence/agent_reach_inbox/scotland_clarke/,Core recurring tactical evidence from public tactical reports.
agent_reach_scotland_clarke_press_conferences,scotland_clarke,Steve Clarke,Scotland,press_conferences,2,False,press_conferences,Steve Clarke Scotland press conference tactics lineup substitutions World Cup,"Use Agent-Reach to research Steve Clarke (Scotland) for the World Cup project.
Channel: press_conferences. Query: Steve Clarke Scotland press conference tactics lineup substitutions World Cup
Use public sources only.
Save one Markdown file per useful source under data/raw/research_evidence/agent_reach_inbox/scotland_clarke/.
Each Markdown file must start with these metadata lines:
manager_id: scotland_clarke
manager_name: Steve Clarke
team: Scotland
category: press_conferences
source_url: <original URL>
source_title: <source title>
source_channel: press_conferences
Then include source-grounded notes only. Do not invent tactical claims.",data/raw/research_evidence/agent_reach_inbox/scotland_clarke/,Direct manager quotes should be separated from journalist interpretation.
